Index,Nama Obat,Kelas Terapi,Sub Kelas Terapi 1,Sub Kelas Terapi 2,Sub Kelas Terapi 3,Kekuatan,Satuan,Sediaan,Komposisi,Tingkat Faskes FPKTP,Tingkat Faskes FPKTL,PP,PRB,OEN,Program [P],Kanker [Ca],Restriksi Obat,Restriksi sediaan,Restriksi Kelas Terapi,Restriksi Sub Kelas Terapi,Restriksi Sub Sub Kelas Terapi,Restriksi Sub Sub Sub Kelas Terapi,Peresepan Maksimal
940,piridoksin (vitamin B6),VITAMIN dan MINERAL,,,,25,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
941,piridoksin (vitamin B6),VITAMIN dan MINERAL,,,,50,mg/mL,inj,,,,,,,,,,,,,,,
942,piridoksin (vitamin B6),VITAMIN dan MINERAL,,,,10,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
943,piridostigmin,RELAKSAN OTOT PERIFER dan PENGHAMBAT KOLINESTERASE,OBAT untuk MIASTENIA GRAVIS,,,60,mg,tab,,,,,,,,,,,,,,,120 tab/bulan.
944,pirimetamin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Lain–Lain,25,mg,tab,,,,,,,,,Dalam bentuk kombinasi dengan sulfadiazin atau klindamisin dan leukovorin untuk toksoplasmosis serebral/retinitis pada pasien immunocompromised.,,,,,,
945,podofilin,OBAT TOPIKAL untuk KULIT,KAUSTIK,,,25,%,tingtur,,,,,,,,,"""a) Tidak boleh diberikan pada wanita hamil.
b) Hanya diberikan oleh dokter dan dilakukan di fasilitas pelayanan kesehatan.""",,,,,,
946,polietilen glikol,OBAT untuk SALURAN CERNA,KATARTIK,,,,,serb,,,,,,,,,,,,,,,
947,polikresulen,OBAT TOPIKAL untuk KULIT,KAUSTIK,,,,,lar,,,,,,,,,Untuk servisitis.,,,,,,
948,polyvalent snake antivenin (Australia-Papua New Guinea),OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,,,inj,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,,,,,
949,polyvalent snake antivenin (Indonesia),OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,,,inj,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,,,,,
950,ponatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,15,mg,tab sal selaput,,,,,,,,,"""a) Terapi untuk pasien dewasa dengan:
- fase kronik, fase akselerasi CML yang resistan terhadap tirosin kinase inhibitor (nilotinib), diberikan sebagai terapi lini ketiga; atau
- T315I positif CML (fase kronik, fase akselerasi) yang resistan terhadap imatinib sebagai terapi lini pertama.
b) Tidak diberikan sebagai lini pertama pada CML""",,,,,,60 tab/bulan.
951,povidon iodin,OBAT untuk MATA,LAIN–LAIN,,,"2,5",%,tts mata,,,,,,,,,Hanya untuk pencegahan ophthalmia neonatorum.,,,,,,1 strip/kasus. Diberikan selama 3 hari.
952,povidon iodin,ANTISEPTIK dan DISINFEKTAN,ANTISEPTIK,,,100,mg/mL,lar,,,,,,,,,,,,,,,
953,povidon iodin,OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,1,%,lar obat kumur,,,,,,,,,,,,,,,
954,pramipeksol,ANTIPARKINSON,,,,"0,125",mg,tab,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,"Dosis 0,125 mg dapat juga digunakan untuk Restless Leg Syndrome (RLS).",,,,,60 tab/bulan.
955,pramipeksol,ANTIPARKINSON,,,,"0,375",mg,tab lepas lambat,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,,,,,30 tab/bulan.
956,pramipeksol,ANTIPARKINSON,,,,"0,75",mg,tab lepas lambat,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,,,,,30 tab/bulan.
957,pravastatin,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,10,mg,tab,,,,,,,,,"""a) Hanya untuk hiperlipidemia dengan kadar LDL >160 mg/dL pada penyakit jantung koroner dan diabetes mellitus disertai makroalbuminuria.
b) Pemberian selama 6 bulan, selanjutnya harus dievaluasi kembali.""",,,,,,30 tab/bulan.
958,pravastatin,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,20,mg,tab,,,,,,,,,"""a) Hanya untuk hiperlipidemia dengan kadar LDL >160 mg/dL pada penyakit jantung koroner dan diabetes mellitus disertai makroalbuminuria.
b) Pemberian selama 6 bulan, selanjutnya harus dievaluasi kembali.""",,,,,,30 tab/bulan.
959,prazikuantel,ANTIINFEKSI,ANTELMINTIK,Antisistosoma,,600,mg,tab,,,,,,,,,"""a) Hanya untuk daerah Sulawesi 
Tengah.
b) Khusus di Kalimantan Selatan 
untuk pengobatan Fasciolopsis 
buski.""",,,,,,
960,prazikuantel,ANTIINFEKSI,ANTELMINTIK,Antelmintik Intestinal,,600,mg,tab,,,,,,,,,,,,,,,
961,prednisolon,OBAT untuk MATA,ANTIINFLAMASI,,,10,mg/mL,tts mata,,,,,,,,,,,,,,,
962,prednison,OBAT untuk SALURAN NAPAS,ANTIASMA,,,5,mg,tab,,,,,,,,,,,,,,,
963,prednison,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,KORTIKOSTEROID,,,5,mg,tab,,,,,,,,,,,,,,,
964,pregabalin,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,NYERI NEUROPATIK,,,50,mg,kaps,,,,,,,,,Hanya untuk neuralgia pascaherpes atau nyeri neuropati diabetik.,,,,,,30 kaps/bulan.
965,pregabalin,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,NYERI NEUROPATIK,,,75,mg,kaps,,,,,,,,,Hanya untuk neuralgia pascaherpes atau nyeri neuropati diabetik.,,,,,,120 kaps/bulan.
966,primakuin,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,15,mg,tab,,,,,,,,,,,,,"""Catatan: Disediakan oleh Program 
Kemenkes.""",,
967,probenesid,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANTIPIRAI,,,500,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
968,prokain benzilpenisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,3000000,IU,inj,,,,,,,,,,,,,,,3 vial/kasus.
969,prokaterol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,10,mcg,serb ih,,,,,,,,,Hanya untuk nocturnal asthma yang tidak respons dengan pemberian salbutamol.,,,,,,
970,prokaterol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,25,mcg/5 mL,sir,,,,,,,,,Hanya untuk nocturnal asthma yang tidak respons dengan pemberian salbutamol.,,,,,,2 btl/bulan.
971,prokaterol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,30,mcg,cairan ih,,,,,,,,,Hanya untuk nocturnal asthma yang tidak respons dengan pemberian salbutamol.,,,,,,
972,prokaterol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,50,mcg,cairan ih,,,,,,,,,Hanya untuk nocturnal asthma yang tidak respons dengan pemberian salbutamol.,,,,,,
973,propiltiourasil,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON TIROID dan ANTITIROID,,,100,mg,tab,,,,,,,,,,,,,,,Untuk bulan pertama maks 180 tab/bulan.
974,propofol,ANESTETIK,ANESTETIK UMUM dan OKSIGEN,,,1,%,inj,,,,,,,,,,,,,,,
975,propranolol,OBAT KARDIOVASKULAR,ANTIARITMIA,,,10,mg,tab,,,,,,,,,,"""a) Untuk kasus-kasus dengan gangguan tiroid.
b) Untuk tremor esensial, tremor distonia, dan tremor holmes.""",,,,,90 tab/bulan.
976,propranolol,ANTIMIGREN DAN ANTIVERTIGO,ANTIMIGREN,Profilaksis,,10,mg,tab,,,,,,,,,,,,,,,
977,propranolol,ANTIMIGREN DAN ANTIVERTIGO,ANTIMIGREN,Profilaksis,,40,mg,tab,,,,,,,,,,,,,,,
978,prostaglandin (PGE 1),OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,500,mcg/mL,inj,,,,,,,,,Untuk bayi dengan kelainan jantung bawaan sianosis yang ductus dependent.,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,
979,protamin sulfat,ANTIDOT dan OBAT LAIN untuk KERACUNAN,KHUSUS,,,10,mg/mL,inj,,,,,,,,,,,,,,,
980,quetiapin,PSIKOFARMAKA,ANTIPSIKOTIK,,,200,mg,tab,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Untuk pasien bipolar yang tidak memberikan respons terhadap pemberian litium atau valproat.
c) Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.""",,,,,,60 tab/bulan.
981,quetiapin,PSIKOFARMAKA,ANTIPSIKOTIK,,,400,mg,tab pelepasan lambat,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Untuk pasien bipolar yang tidak memberikan respons terhadap pemberian litium atau valproat.
c) Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.""",,,,,,60 tab/bulan.
982,quetiapin,PSIKOFARMAKA,ANTIPSIKOTIK,,,300,mg,tab pelepasan lambat,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Untuk pasien bipolar yang tidak memberikan respons terhadap pemberian litium atau valproat.
c) Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.""",,,,,,60 tab/bulan.
983,quetiapin,PSIKOFARMAKA,ANTIPSIKOTIK,,,200,mg,tab pelepasan lambat,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Untuk pasien bipolar yang tidak memberikan respons terhadap pemberian litium atau valproat.
c) Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.""",,,,,,60 tab/bulan.
984,quetiapin,PSIKOFARMAKA,ANTIPSIKOTIK,,,150,mg,tab pelepasan lambat,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Untuk pasien bipolar yang tidak memberikan respons terhadap pemberian litium atau valproat.
c) Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.""",,,,,,60 tab/bulan.
985,quetiapin,PSIKOFARMAKA,ANTIPSIKOTIK,,,100,mg,tab,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Untuk pasien bipolar yang tidak memberikan respons terhadap pemberian litium atau valproat.
c) Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.""",,,,,,120 tab/bulan.
986,ramipril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,"2,5",mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
987,ramipril,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,5,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
988,ramipril,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,10,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
989,ramipril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,10,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
990,ramipril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,5,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
991,ranibizumab,OBAT untuk MATA,LAIN–LAIN,,,10,mg/mL,inj,,,,,,,,,"""a) Untuk wet AMD (Age-related  Macular Degeneration) atau DME (Diabetic Macular Edema).
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu penyakit mata dan menggunakan Optical Coherence Tomography (OCT).
c) Untuk DME harus disertai penanganan diabetes yang komprehensif.""",,,,,,"""-AMD: 6 vial/kasus.
-DME: 7 vial/tahun."""
992,ranitidin,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,150,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
993,ranitidin,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,25,mg/mL,inj,,,,,,,,,,,,,,,2 amp/hari.
994,remdesivir,ANTIINFEKSI,ANTIVIRUS,Anti Covid-19,,100,mg,inj,,,,,,,,,"""a) Untuk pasien dewasa atau anak usia ≥ 12 tahun dengan BB minimal 40 kg pada pasien Covid-19 sedang yang berisiko menjadi berat yang memerlukan rawat inap.
b) Pengobatan dimulai dalam 5 hari pertama sejak muncul gejala.
c) Pemeriksaan Covid-19 terkonfirmasi dengan pemeriksaan antigen atau PCR.""",,,,,,10 hari.
995,remifentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,1,mg,inj,,,,,,,,,Hanya untuk tindakan anestesi yang diberikan dokter yang memiliki kompetensi di bidang ilmu anestesi.,,,,,,
996,remifentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,5,mg,inj,,,,,,,,,Hanya untuk tindakan anestesi yang diberikan dokter yang memiliki kompetensi di bidang ilmu anestesi.,,,,,,
997,remifentanil,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NARKOTIK,,,2,mg,inj,,,,,,,,,Hanya untuk tindakan anestesi yang diberikan dokter yang memiliki kompetensi di bidang ilmu anestesi.,,,,,,
998,retinol (vitamin A),VITAMIN dan MINERAL,,,,200000,IU,kaps lunak,,,,,,,,,,,,,,,
999,retinol (vitamin A),OBAT untuk MATA,LAIN–LAIN,,,10,mg,gel mata,,,,,,,,,"""a) Digunakan pada pasien dengan kondisi mata kering akibat keratoconjunctivitis sicca.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu penyakit mata.""",,,,,,1 tube/bulan.
1000,retinol (vitamin A),VITAMIN dan MINERAL,,,,100000,IU,kaps lunak,,,,,,,,,,,,,,,
1001,rifampisin,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antilepra,,300,mg,kaps,,,,,,,,,,,,,,,
1002,rifampisin,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antilepra,,600,mg,kaps,,,,,,,,,,,,,,,
1003,rifampisin,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antilepra,,450,mg,kaps,,,,,,,,,,,,,,,
1004,rifapentin,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,150,mg,tab,,,,,,,,,Digunakan untuk pengobatan pencegahan TB.,,,,"""Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.""",,
1005,risedronat,OBAT yang MEMENGARUHI STRUKTUR dan MINERALISASI TULANG,,,,35,mg,tab sal selaput,,,,,,,,,"""a) Pasien dengan osteoporosis, hasil pemeriksaan BMD DXA, T score  < -2,5 (bukan BMD ultrasound); atau
b) Riwayat fraktur osteoporosis.""",,,,,,4 tab/bulan.
1006,risperidon,PSIKOFARMAKA,ANTIPSIKOTIK,,,1,mg,tab,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Adjunctive treatment pada pasien bipolar yang tidak memberikan respons dengan pemberian litium atau valproat.""",,,,,,60 tab/bulan.
1007,risperidon,PSIKOFARMAKA,ANTIPSIKOTIK,,,2,mg,tab,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Adjunctive treatment pada pasien bipolar yang tidak memberikan respons dengan pemberian litium atau valproat.""",Terapi awal dapat diberikan di Puskesmas yang memiliki tenaga kesehatan terlatih dan mempunyai surat penugasan dari Kementerian Kesehatan.,,,,,120 tab/bulan.
1008,risperidon,PSIKOFARMAKA,ANTIPSIKOTIK,,,3,mg,tab,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Adjunctive treatment pada pasien bipolar yang tidak memberikan respons dengan pemberian litium atau valproat.""",Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,,,,60 tab/bulan.
1009,risperidon,PSIKOFARMAKA,ANTIPSIKOTIK,,,1,mg/mL,oral solution,,,,,,,,,"""a) Untuk skizofrenia.
atau
b) Adjunctive treatment pada pasien bipolar yang tidak memberikan respons dengan pemberian litium atau valproat.""",,,,,,5 btl/bulan.
1010,rituksimab,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antibodi Monoklonal Dan Antibody Drug Conjugates,,10,mg/mL,inj,,,,,,,,,"""a) Untuk Diffuse Large B-Cell  Lymphoma (DLBCL) dengan  hasil pemeriksaaan CD20  positif.
atau
b) Untuk terapi Chronic lymphocytic  eukemia (CLL) dengan hasil pemeriksaan CD20 positif. """,,,,,,"375 mg/m2 setiap 3 minggu, maks 6 siklus."
1011,rivaroksaban,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,10,mg,tab sal,,,,,,,,,,"""a) Untuk pencegahan VTE (Venous Thrombo Embolism) pada pasien dewasa yang menjalani hip or knee replacement surgery.
Atau
b) Untuk Stroke Prevention in Atrial Fibrillation (SPAF).""",,,,,"""restriksi a):
- Untuk knee replacement 12 tab/kasus.
- Untuk hip replacement 35 tab/kasus.

restriksi b):
30 tab/bulan."""
1012,rivaroksaban,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,20,mg,tab sal,,,,,,,,,,"""a) Untuk terapi DVT (Deep Vein Thrombosis).
Atau
b) Untuk Stroke Prevention in Atrial Fibrillation (SPAF).""",,,,,"""restriksi a): 30 tab/bulan, maks 3 bulan.

restriksi b): 30 tab/bulan."""
1013,rivaroksaban,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,15,mg,tab sal,,,,,,,,,,"""a) Untuk terapi DVT (Deep Vein Thrombosis).
Atau
b) Untuk Stroke Prevention in Atrial Fibrillation (SPAF).""",,,,,"""restriksi a): 42 tab/kasus.

restriksi b): 30 tab/bulan."""
1014,rokuronium,RELAKSAN OTOT PERIFER dan PENGHAMBAT KOLINESTERASE,RELAKSAN OTOT PERIFER,,,10,mg/mL,inj,,,,,,,,,,,,,,,
1015,ropinirol,ANTIPARKINSON,,,,4,mg,tab lepas lambat,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,,,,,30 tab/bulan.
1016,ropinirol,ANTIPARKINSON,,,,8,mg,tab lepas lambat,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,,,,,30 tab/bulan.
1017,ropinirol,ANTIPARKINSON,,,,2,mg,tab lepas lambat,,,,,,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,Dosis 2 mg dapat juga digunakan untuk Restless Leg Syndrome (RLS).,,,,,30 tab/bulan.
1018,ropivakain,ANESTETIK,ANESTETIK LOKAL,,,"7,5",mg/mL,inj,,,,,,,,,,,,,,,
1019,rosuvastatin,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,10,mg,tab,,,,,,,,,"""a) Jika setelah pemberian simvastatin selama 3 bulan berturut-turut dengan dosis 40 mg/hari pasien tidak mencapai target penurunan LDL < 100 mg/dL, disamping diet ketat lemak.
atau
b) Pasien ASCVD (pasca PCI/CABG, stroke iskemi dan/atau PAD, pascainfark) yang dibuktikan dengan EKG atau MSCT atau riwayat angiografi. Target LDL adalah ≤ 55 mg/dL, yang harus diperiksa setiap 6 bulan. Pemberian dapat dilanjutkan untuk mempertahankan pengendalian LDL, kecuali apabila ada kontraindikasi.""",,,,,,60 tab/bulan.
1020,ruksolitinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,15,mg,tab,,,,,,,,,"""a) Hanya digunakan untuk pasien myelofibrosis, termasuk myelofibrosis primer, myelofibrosis pasca-polisitemia vera atau myelofibrosis pasca-esensial trombositemia.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi onkologi medik, atau onkologi lain, atau 
penyakit dalam, berdasarkan hasil pemeriksaan histopatologi biopsi sum-sum tulang yang dibaca oleh dokter Patologi Anatomi.""",,,,,,60 tab/ bulan.
1021,ruksolitinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,5,mg,tab,,,,,,,,,"""a) Hanya digunakan untuk pasien myelofibrosis, termasuk myelofibrosis primer, myelofibrosis pasca-polisitemia vera atau myelofibrosis pasca-esensial trombositemia.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi onkologi medik, atau onkologi lain, atau 
penyakit dalam, berdasarkan hasil pemeriksaan histopatologi biopsi sum-sum tulang yang dibaca oleh dokter Patologi Anatomi.""",,,,,,60 tab/ bulan.
1022,ruksolitinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,20,mg,tab,,,,,,,,,"""a) Hanya digunakan untuk pasien myelofibrosis, termasuk myelofibrosis primer, myelofibrosis pasca-polisitemia vera atau myelofibrosis pasca-esensial trombositemia.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi onkologi medik, atau onkologi lain, atau 
penyakit dalam, berdasarkan hasil pemeriksaan histopatologi biopsi sum-sum tulang yang dibaca oleh dokter Patologi Anatomi.""",,,,,,60 tab/ bulan.
1023,russells viper antivenin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,,,serb inj,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,,,,,
1024,sacubitril valsartan,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,"24,3/25,7",mg,tab sal selaput,,,,,,,,,"""a) Hanya untuk pasien yang tidak respons terhadap golongan ARB dan ACE inhibitor.
b) Hanya pada pasien dengan reduced ejection fraction (LVEF ≤ 40%).""",,,,,,60 tab/bulan.
1025,sacubitril valsartan,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,"48,6/51,4",mg,tab sal selaput,,,,,,,,,"""a) Hanya untuk pasien yang tidak respons terhadap golongan ARB dan ACE inhibitor.
b) Hanya pada pasien dengan reduced ejection fraction (LVEF ≤ 40%).""",,,,,,60 tab/bulan.
1026,sacubitril valsartan,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,"97,2/102,8",mg,tab sal selaput,,,,,,,,,"""a) Hanya untuk pasien yang tidak respons terhadap golongan ARB dan ACE inhibitor.
b) Hanya pada pasien dengan reduced ejection fraction (LVEF ≤ 40%).""",,,,,,60 tab/bulan.
1027,salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,2,mg/5 mL,sir,,,,,,,,,,,,,,,
1028,salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,1,mg/mL,cairan ih,,,,,,,,,,Hanya untuk serangan asma akut dan/atau bronkospasme yang menyertai PPOK atau SOPT (Sindrom Obstruksi Pasca Tuberkulosis).,,,,,"""Hari pertama maks 8 vial/hari, selanjutnya maks 4 vial/hari.
Kasus di ICU maks 10 vial/hari."""
1029,salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,2,mg,tab,,,,,,,,,,,,,,,
1030,salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,100,mcg/dosis,MDI/aerosol,,,,,,,,,,"""Dapat digunakan pada salah satu atau lebih kondisi berikut:
a) Sebagai pelega pada asma kronis disertai pemberian bersama kombinasi steroid inhalasi dan beta 2 agonis kerja panjang; 
b) Digunakan untuk bronkospasme yang menyertai PPOK;
c) Digunakan untuk bronkospasme yang menyertai SOPT (Sindrom Obstruksi Pasca Tuberkulosis).""",,,,,"""- Asma persisten ringan-berat, SOPT: 1 tbg/bulan.
- PPOK: 2 tbg/bulan."""
1031,salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,200,mcg/kaps + rotahaler,serb ih,,,,,,,,,,,,,,,
1032,salep 2−4,OBAT TOPIKAL untuk KULIT,ANTISKABIES dan ANTIPEDIKULOSIS,,,,,salep,,,,,,,,,,,,,,,
1033,sea snake antivenin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,,,inj,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,,,,,
1034,secukinumab,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,150,mg,serb inj,,,,,,,,,"""Digunakan pada salah satu kondisi berikut:  
a) Untuk pasien psoriaris berat yang telah terbukti gagal dengan dua (2) terapi sistemik (metotreksat, siklosporin atau narrowband ultraviolet B).
b) Untuk pasien artritis psoriasis yang gagal atau intoleran minimal dengan 1 DMARD konvensional.
c) Untuk pasien Ankylosing Spondylitis (AS) yang tidak memberikan respons adekuat dengan NSAID.""",,,,,,"""- Untuk psoriasis berat: 8x pemberian @300 mg/siklus pengobatan.
- Untuk artritis psoriasis dan Ankylosing Spondylitis: 16x pemberian @150 mg/siklus pengobatan."""
1035,sefadroksil,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,500,mg,kaps,,,,,,,,,,,,,,,5 hari.
1036,sefadroksil,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,250,mg/5 mL,sir kering,,,,,,,,,,,,,,,1 btl/kasus.
1037,sefadroksil,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,125,mg/5 mL,sir kering,,,,,,,,,,,,,,,1 btl/kasus.
1038,sefadroksil,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,150,mg/mL,drops,,,,,,,,,,,,,,,1 btl/kasus.
1039,sefadroksil,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,250,mg,kaps,,,,,,,,,,,,,,,5 hari.
1040,sefaleksin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,500,mg,kaps,,,,,,,,,,,,,,,5 hari.
1041,sefazolin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,1.000,mg,inj,,,,,,,,,,Digunakan pada profilaksis bedah untuk mencegah terjadinya infeksi luka operasi.,,,,,Selama 24 jam.
1042,sefepim,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,1.000,mg,serb inj,,,,,,,,,"""a) Antibiotik lini ketiga (reserved antibiotic). Diberikan atas persetujuan KFT/KPRA/pimpinan RS.
b) Untuk demam neutropenia karena penggunaan kemoterapi atau radioterapi, dapat diberikan sebagai terapi empiris.""",,,,,,3 g/hari sampai ANC > 500/mm3.
1043,sefiksim,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,200,mg,tab/kaps,,,,,,,,,Hanya untuk pasien rawat inap yang sebelumnya mendapatkan antibiotik parenteral sefalosporin generasi tiga atau sesuai hasil uji resistensi.,,,,,,10 hari.
1044,sefiksim,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,100,mg/5 mL,sir,,,,,,,,,Hanya untuk pasien rawat inap yang sebelumnya mendapatkan antibiotik parenteral sefalosporin generasi tiga atau sesuai hasil uji resistensi.,,,,,,1 btl/kasus.
